transactionid,saledate,receiptnumber,servicecharge,servicechargevat,transactionexcludevat,servicechargepercent,vatpercent,otheramountdiscount,totalproductamount,totalpayamount
77416,2019-02-02,033022019/020099,17700.0000,1770.0000,23600.0000,7.5000,10.0000,0.0000,5.0000,279070.0000
77415,2019-02-02,033022019/020100,54900.0000,5490.0000,58560.0000,7.5000,10.0000,0.0000,13.0000,704550.0000
77423,2019-02-02,033022019/020104,27675.0000,2768.0000,36900.0000,7.5000,10.0000,0.0000,8.0000,436343.0000
77419,2019-02-02,033022019/020101,57525.0000,5753.0000,76700.0000,7.5000,10.0000,0.0000,16.0000,906978.0000
77418,2019-02-02,033022019/020102,12525.0000,1253.0000,16700.0000,7.5000,10.0000,0.0000,4.0000,197478.0000
77418,2019-02-02,033022019/020102,12525.0000,1253.0000,16700.0000,7.5000,10.0000,0.0000,4.0000,197478.0000
45558,2019-02-02,033022019/020103,14475.0000,1448.0000,19300.0000,7.5000,10.0000,0.0000,4.0000,228223.0000
77423,2019-02-02,033022019/020104,27675.0000,2768.0000,36900.0000,7.5000,10.0000,0.0000,8.0000,436343.0000
14365,2019-02-02,033022019/020105,5175.0000,518.0000,6900.0000,7.5000,10.0000,0.0000,1.0000,81593.0000
14365,2019-02-02,033022019/020105,5175.0000,518.0000,6900.0000,7.5000,10.0000,0.0000,1.0000,81593.0000
14366,2019-02-02,033022019/020106,2625.0000,263.0000,3500.0000,7.5000,10.0000,0.0000,1.0000,41388.0000
14366,2019-02-02,033022019/020106,2625.0000,263.0000,3500.0000,7.5000,10.0000,0.0000,1.0000,41388.0000
45557,2019-02-02,033022019/020107,19275.0000,1928.0000,25700.0000,7.5000,10.0000,0.0000,5.0000,303903.0000
45557,2019-02-02,033022019/020107,19275.0000,1928.0000,25700.0000,7.5000,10.0000,0.0000,5.0000,303903.0000
45563,2019-02-02,033022019/020110,45300.0000,4530.0000,60400.0000,7.5000,10.0000,0.0000,12.0000,714230.0000
45560,2019-02-02,033022019/020112,35625.0000,3563.0000,47500.0000,7.5000,10.0000,0.0000,14.0000,561688.0000
45564,2019-02-02,033022019/020109,10050.0000,1005.0000,13400.0000,7.5000,10.0000,0.0000,3.0000,158455.0000
77424,2019-02-02,033022019/020111,43950.0000,4395.0000,58600.0000,7.5000,10.0000,0.0000,11.0000,692945.0000
45559,2019-02-02,033022019/020108,77100.0000,7710.0000,102800.0000,7.5000,10.0000,0.0000,27.0000,1215610.0000
45559,2019-02-02,033022019/020108,77100.0000,7710.0000,102800.0000,7.5000,10.0000,0.0000,27.0000,1215610.0000
45564,2019-02-02,033022019/020109,10050.0000,1005.0000,13400.0000,7.5000,10.0000,0.0000,3.0000,158455.0000
45563,2019-02-02,033022019/020110,45300.0000,4530.0000,60400.0000,7.5000,10.0000,0.0000,12.0000,714230.0000
77426,2019-02-02,033022019/020113,37275.0000,3728.0000,49700.0000,7.5000,10.0000,0.0000,11.0000,587703.0000
45562,2019-02-02,033022019/020114,21375.0000,2138.0000,28500.0000,7.5000,10.0000,0.0000,6.0000,337013.0000
77424,2019-02-02,033022019/020111,43950.0000,4395.0000,58600.0000,7.5000,10.0000,0.0000,11.0000,692945.0000
45560,2019-02-02,033022019/020112,35625.0000,3563.0000,47500.0000,7.5000,10.0000,0.0000,14.0000,561688.0000
77426,2019-02-02,033022019/020113,37275.0000,3728.0000,39760.0000,7.5000,10.0000,0.0000,11.0000,478363.0000
45562,2019-02-02,033022019/020114,21375.0000,2138.0000,28500.0000,7.5000,10.0000,0.0000,6.0000,337013.0000
14367,2019-02-02,033022019/020115,5925.0000,593.0000,7900.0000,7.5000,10.0000,0.0000,1.0000,93418.0000
14367,2019-02-02,033022019/020115,5925.0000,593.0000,7900.0000,7.5000,10.0000,0.0000,1.0000,93418.0000
16352,2019-02-02,033022019/020116,13950.0000,1395.0000,18600.0000,7.5000,10.0000,0.0000,6.0000,219945.0000
45567,2019-02-02,033022019/020125,15075.0000,1508.0000,20100.0000,7.5000,10.0000,0.0000,7.0000,237683.0000
16352,2019-02-02,033022019/020116,13950.0000,1395.0000,18600.0000,7.5000,10.0000,0.0000,6.0000,219945.0000
45556,2019-02-02,033022019/020117,25650.0000,2565.0000,34200.0000,7.5000,10.0000,0.0000,10.0000,404415.0000
77425,2019-02-02,033022019/020121,31950.0000,3195.0000,42600.0000,7.5000,10.0000,0.0000,10.0000,503745.0000
14368,2019-02-02,033022019/020118,9000.0000,900.0000,12000.0000,7.5000,10.0000,0.0000,4.0000,141900.0000
45556,2019-02-02,033022019/020117,25650.0000,2565.0000,34200.0000,7.5000,10.0000,0.0000,10.0000,404415.0000
45565,2019-02-02,033022019/020127,17400.0000,1740.0000,23200.0000,7.5000,10.0000,0.0000,5.0000,274340.0000
14368,2019-02-02,033022019/020118,9000.0000,900.0000,12000.0000,7.5000,10.0000,0.0000,4.0000,141900.0000
14369,2019-02-02,033022019/020119,4725.0000,473.0000,6300.0000,7.5000,10.0000,0.0000,2.0000,74498.0000
77427,2019-02-02,033022019/020120,23925.0000,2393.0000,31900.0000,7.5000,10.0000,0.0000,6.0000,377218.0000
14369,2019-02-02,033022019/020119,4725.0000,473.0000,6300.0000,7.5000,10.0000,0.0000,2.0000,74498.0000
77427,2019-02-02,033022019/020120,23925.0000,2393.0000,31900.0000,7.5000,10.0000,0.0000,6.0000,377218.0000
77425,2019-02-02,033022019/020121,31950.0000,3195.0000,42600.0000,7.5000,10.0000,0.0000,10.0000,503745.0000
45571,2019-02-02,033022019/020122,19800.0000,1980.0000,26400.0000,7.5000,10.0000,0.0000,6.0000,312180.0000
2317,2019-02-02,033022019/020124,110025.0000,11003.0000,146700.0000,7.5000,10.0000,0.0000,26.0000,1734728.0000
45571,2019-02-02,033022019/020122,19800.0000,1980.0000,26400.0000,7.5000,10.0000,0.0000,6.0000,312180.0000
2317,2019-02-02,033022019/020124,110025.0000,11003.0000,146700.0000,7.5000,10.0000,0.0000,26.0000,1734728.0000
14370,2019-02-02,033022019/020123,4875.0000,488.0000,6500.0000,7.5000,10.0000,0.0000,2.0000,76863.0000
14370,2019-02-02,033022019/020123,4875.0000,488.0000,6500.0000,7.5000,10.0000,0.0000,2.0000,76863.0000
45568,2019-02-02,033022019/020126,43350.0000,4335.0000,57800.0000,7.5000,10.0000,0.0000,19.0000,683485.0000
2317,2019-02-02,033022019/020124,110025.0000,11003.0000,117360.0000,7.5000,10.0000,0.0000,26.0000,1411988.0000
45567,2019-02-02,033022019/020125,16950.0000,1695.0000,22600.0000,7.5000,10.0000,0.0000,8.0000,267245.0000
45567,2019-02-02,033022019/020125,16950.0000,1695.0000,22600.0000,7.5000,10.0000,0.0000,8.0000,267245.0000
77421,2019-02-02,033022019/020128,30900.0000,3090.0000,41200.0000,7.5000,10.0000,0.0000,7.0000,487190.0000
45568,2019-02-02,033022019/020126,43350.0000,4335.0000,57800.0000,7.5000,10.0000,0.0000,19.0000,683485.0000
45565,2019-02-02,033022019/020127,17400.0000,1740.0000,23200.0000,7.5000,10.0000,0.0000,5.0000,274340.0000
77435,2019-02-02,033022019/020129,37350.0000,3735.0000,49800.0000,7.5000,10.0000,0.0000,10.0000,588885.0000
45569,2019-02-02,033022019/020132,36150.0000,3615.0000,48200.0000,7.5000,10.0000,0.0000,13.0000,569965.0000
77421,2019-02-02,033022019/020128,30900.0000,3090.0000,41200.0000,7.5000,10.0000,0.0000,7.0000,487190.0000
77435,2019-02-02,033022019/020129,37350.0000,3735.0000,49800.0000,7.5000,10.0000,0.0000,10.0000,588885.0000
45575,2019-02-02,033022019/020130,18375.0000,1838.0000,24500.0000,7.5000,10.0000,0.0000,6.0000,289713.0000
45570,2019-02-02,033022019/020131,20625.0000,2063.0000,27500.0000,7.5000,10.0000,0.0000,6.0000,325188.0000
45575,2019-02-02,033022019/020130,18375.0000,1838.0000,24500.0000,7.5000,10.0000,0.0000,6.0000,289713.0000
45570,2019-02-02,033022019/020131,20625.0000,2063.0000,27500.0000,7.5000,10.0000,0.0000,6.0000,325188.0000
658,2019-02-02,033022019/020133,55575.0000,5558.0000,74100.0000,7.5000,10.0000,0.0000,14.0000,876233.0000
77434,2019-02-02,033022019/020134,101400.0000,10140.0000,135200.0000,7.5000,10.0000,0.0000,29.0000,1598740.0000
45569,2019-02-02,033022019/020132,36150.0000,3615.0000,48200.0000,7.5000,10.0000,0.0000,13.0000,569965.0000
658,2019-02-02,033022019/020133,55575.0000,5558.0000,74100.0000,7.5000,10.0000,0.0000,14.0000,876233.0000
45573,2019-02-02,033022019/020135,12675.0000,1268.0000,16900.0000,7.5000,10.0000,0.0000,4.0000,199843.0000
77434,2019-02-02,033022019/020134,101400.0000,10140.0000,135200.0000,7.5000,10.0000,0.0000,29.0000,1598740.0000
77433,2019-02-02,033022019/020137,48375.0000,4838.0000,64500.0000,7.5000,10.0000,0.0000,14.0000,762713.0000
45580,2019-02-02,,3450.0000,345.0000,4600.0000,7.5000,10.0000,0.0000,1.0000,54395.0000
45573,2019-02-02,033022019/020135,12675.0000,1268.0000,16900.0000,7.5000,10.0000,0.0000,4.0000,199843.0000
77437,2019-02-02,033022019/020139,27075.0000,2708.0000,36100.0000,7.5000,10.0000,0.0000,5.0000,426883.0000
45577,2019-02-02,033022019/020136,13650.0000,1365.0000,18200.0000,7.5000,10.0000,0.0000,4.0000,215215.0000
77436,2019-02-02,033022019/020138,25725.0000,2573.0000,34300.0000,7.5000,10.0000,0.0000,9.0000,405598.0000
45577,2019-02-02,033022019/020136,13650.0000,1365.0000,18200.0000,7.5000,10.0000,0.0000,4.0000,215215.0000
77433,2019-02-02,033022019/020137,48375.0000,4838.0000,64500.0000,7.5000,10.0000,0.0000,14.0000,762713.0000
45574,2019-02-02,033022019/020140,25650.0000,2565.0000,34200.0000,7.5000,10.0000,0.0000,8.0000,404415.0000
45574,2019-02-02,033022019/020140,25650.0000,2565.0000,34200.0000,7.5000,10.0000,0.0000,8.0000,404415.0000
77436,2019-02-02,033022019/020138,25725.0000,2573.0000,34300.0000,7.5000,10.0000,0.0000,9.0000,405598.0000
77437,2019-02-02,033022019/020139,27075.0000,2708.0000,36100.0000,7.5000,10.0000,0.0000,5.0000,426883.0000
45572,2019-02-02,033022019/020142,19275.0000,1928.0000,25700.0000,7.5000,10.0000,0.0000,6.0000,303903.0000
45574,2019-02-02,033022019/020140,26850.0000,2685.0000,35800.0000,7.5000,10.0000,0.0000,9.0000,423335.0000
2319,2019-02-02,033022019/020145,30750.0000,3075.0000,41000.0000,7.5000,10.0000,0.0000,10.0000,484825.0000
45574,2019-02-02,033022019/020140,26850.0000,2685.0000,28640.0000,7.5000,10.0000,0.0000,9.0000,344575.0000
77429,2019-02-02,033022019/020141,49725.0000,4973.0000,66300.0000,7.5000,10.0000,0.0000,16.0000,783998.0000
77429,2019-02-02,033022019/020141,49725.0000,4973.0000,66300.0000,7.5000,10.0000,0.0000,16.0000,783998.0000
77439,2019-02-02,033022019/020143,26475.0000,2648.0000,35300.0000,7.5000,10.0000,0.0000,9.0000,417423.0000
2318,2019-02-02,033022019/020156,191700.0000,19170.0000,255600.0000,7.5000,10.0000,0.0000,53.0000,3022470.0000
659,2019-02-02,033022019/020144,29475.0000,2948.0000,39300.0000,7.5000,10.0000,0.0000,7.0000,464723.0000
659,2019-02-02,033022019/020144,29475.0000,2948.0000,39300.0000,7.5000,10.0000,0.0000,7.0000,464723.0000
77431,2019-02-02,033022019/020151,75825.0000,7583.0000,101100.0000,7.5000,10.0000,0.0000,27.0000,1195508.0000
77430,2019-02-02,033022019/020150,67125.0000,6713.0000,89500.0000,7.5000,10.0000,0.0000,24.0000,1058338.0000
45572,2019-02-02,033022019/020142,19275.0000,1928.0000,25700.0000,7.5000,10.0000,0.0000,6.0000,303903.0000
77439,2019-02-02,033022019/020143,26475.0000,2648.0000,35300.0000,7.5000,10.0000,0.0000,9.0000,417423.0000
659,2019-02-02,033022019/020144,29475.0000,2948.0000,39300.0000,7.5000,10.0000,0.0000,7.0000,464723.0000
77438,2019-02-02,033022019/020154,35775.0000,3578.0000,47700.0000,7.5000,10.0000,0.0000,14.0000,564053.0000
45579,2019-02-02,033022019/020147,49500.0000,4950.0000,66000.0000,7.5000,10.0000,0.0000,15.0000,780450.0000
77441,2019-02-02,033022019/020146,26175.0000,2618.0000,34900.0000,7.5000,10.0000,0.0000,10.0000,412693.0000
45581,2019-02-02,033022019/020148,14700.0000,1470.0000,19600.0000,7.5000,10.0000,0.0000,4.0000,231770.0000
2319,2019-02-02,033022019/020145,30750.0000,3075.0000,41000.0000,7.5000,10.0000,0.0000,10.0000,484825.0000
661,2019-02-02,033022019/020149,27000.0000,2700.0000,36000.0000,7.5000,10.0000,0.0000,9.0000,425700.0000
77441,2019-02-02,033022019/020146,26175.0000,2618.0000,34900.0000,7.5000,10.0000,0.0000,10.0000,412693.0000
45579,2019-02-02,033022019/020147,49500.0000,4950.0000,66000.0000,7.5000,10.0000,0.0000,15.0000,780450.0000
77428,2019-02-02,033022019/020152,40575.0000,4058.0000,54100.0000,7.5000,10.0000,0.0000,11.0000,639733.0000
45576,2019-02-02,033022019/020153,14775.0000,1478.0000,19700.0000,7.5000,10.0000,0.0000,5.0000,232953.0000
45581,2019-02-02,033022019/020148,14700.0000,1470.0000,19600.0000,7.5000,10.0000,0.0000,4.0000,231770.0000
661,2019-02-02,033022019/020149,27000.0000,2700.0000,36000.0000,7.5000,10.0000,0.0000,9.0000,425700.0000
77430,2019-02-02,033022019/020150,67125.0000,6713.0000,71600.0000,7.5000,10.0000,0.0000,24.0000,861438.0000
660,2019-02-02,033022019/020158,54975.0000,5498.0000,73300.0000,7.5000,10.0000,0.0000,19.0000,866773.0000
2318,2019-02-02,033022019/020156,191700.0000,19170.0000,255600.0000,7.5000,10.0000,0.0000,53.0000,3022470.0000
45566,2019-02-02,033022019/020157,138000.0000,13800.0000,184000.0000,7.5000,10.0000,0.0000,36.0000,2175800.0000
45578,2019-02-02,033022019/020155,11475.0000,1148.0000,15300.0000,7.5000,10.0000,0.0000,2.0000,180923.0000
77431,2019-02-02,033022019/020151,75825.0000,7583.0000,80880.0000,7.5000,10.0000,0.0000,27.0000,973088.0000
45578,2019-02-02,033022019/020155,29325.0000,2933.0000,39100.0000,7.5000,10.0000,0.0000,7.0000,462358.0000
77428,2019-02-02,033022019/020152,40575.0000,4058.0000,54100.0000,7.5000,10.0000,0.0000,11.0000,639733.0000
77444,2019-02-02,033022019/020160,25200.0000,2520.0000,33600.0000,7.5000,10.0000,0.0000,5.0000,397320.0000
45576,2019-02-02,033022019/020153,14775.0000,1478.0000,19700.0000,7.5000,10.0000,0.0000,5.0000,232953.0000
77438,2019-02-02,033022019/020154,35775.0000,3578.0000,47700.0000,7.5000,10.0000,0.0000,14.0000,564053.0000
45578,2019-02-02,033022019/020155,29325.0000,2933.0000,39100.0000,7.5000,10.0000,0.0000,7.0000,462358.0000
2318,2019-02-02,033022019/020156,191700.0000,19170.0000,225600.0000,7.5000,10.0000,0.0000,53.0000,2692470.0000
45566,2019-02-02,033022019/020157,138000.0000,13800.0000,184000.0000,7.5000,10.0000,0.0000,36.0000,2175800.0000
660,2019-02-02,033022019/020158,54975.0000,5498.0000,58640.0000,7.5000,10.0000,0.0000,19.0000,705513.0000
77440,2019-02-02,033022019/020159,20700.0000,2070.0000,27600.0000,7.5000,10.0000,0.0000,7.0000,326370.0000
77440,2019-02-02,033022019/020159,20700.0000,2070.0000,27600.0000,7.5000,10.0000,0.0000,7.0000,326370.0000
45582,2019-02-02,033022019/020161,27750.0000,2775.0000,37000.0000,7.5000,10.0000,0.0000,7.0000,437525.0000
77444,2019-02-02,033022019/020160,25200.0000,2520.0000,33600.0000,7.5000,10.0000,0.0000,5.0000,397320.0000
45582,2019-02-02,033022019/020161,27750.0000,2775.0000,29600.0000,7.5000,10.0000,0.0000,7.0000,356125.0000
45583,2019-02-02,033022019/020162,18000.0000,1800.0000,24000.0000,7.5000,10.0000,0.0000,7.0000,283800.0000
45583,2019-02-02,033022019/020162,18000.0000,1800.0000,24000.0000,7.5000,10.0000,0.0000,7.0000,283800.0000
77445,2019-02-02,033022019/020164,63975.0000,6398.0000,85300.0000,7.5000,10.0000,0.0000,18.0000,1008673.0000
77446,2019-02-02,,5175.0000,518.0000,6900.0000,7.5000,10.0000,0.0000,2.0000,81593.0000
77443,2019-02-02,033022019/020163,15900.0000,1590.0000,21200.0000,7.5000,10.0000,0.0000,4.0000,250690.0000
77443,2019-02-02,033022019/020163,17625.0000,1763.0000,23500.0000,7.5000,10.0000,0.0000,5.0000,277888.0000
77443,2019-02-02,033022019/020163,17625.0000,1763.0000,23500.0000,7.5000,10.0000,0.0000,5.0000,277888.0000
77445,2019-02-02,033022019/020164,63975.0000,6398.0000,85300.0000,7.5000,10.0000,0.0000,18.0000,1008673.0000
77302,2019-02-01,033022019/010001,10875.0000,1088.0000,14500.0000,7.5000,10.0000,0.0000,3.0000,171463.0000
77302,2019-02-01,033022019/010001,10875.0000,1088.0000,14500.0000,7.5000,10.0000,0.0000,3.0000,171463.0000
77299,2019-02-01,033022019/010002,17325.0000,1733.0000,23100.0000,7.5000,10.0000,0.0000,8.0000,273158.0000
77299,2019-02-01,033022019/010002,17325.0000,1733.0000,23100.0000,7.5000,10.0000,0.0000,8.0000,273158.0000
77301,2019-02-01,033022019/010003,32025.0000,3203.0000,42700.0000,7.5000,10.0000,0.0000,10.0000,504928.0000
77301,2019-02-01,033022019/010003,32025.0000,3203.0000,42700.0000,7.5000,10.0000,0.0000,10.0000,504928.0000
77303,2019-02-01,033022019/010004,30600.0000,3060.0000,40800.0000,7.5000,10.0000,0.0000,9.0000,482460.0000
77306,2019-02-01,033022019/010005,14325.0000,1433.0000,19100.0000,7.5000,10.0000,0.0000,5.0000,225858.0000
77303,2019-02-01,033022019/010004,30600.0000,3060.0000,40800.0000,7.5000,10.0000,0.0000,9.0000,482460.0000
77306,2019-02-01,033022019/010005,14325.0000,1433.0000,19100.0000,7.5000,10.0000,0.0000,5.0000,225858.0000
14337,2019-02-01,033022019/010006,22500.0000,2250.0000,30000.0000,7.5000,10.0000,0.0000,5.0000,354750.0000
14337,2019-02-01,033022019/010006,22500.0000,2250.0000,30000.0000,7.5000,10.0000,0.0000,5.0000,354750.0000
77305,2019-02-01,033022019/010007,22875.0000,2288.0000,30500.0000,7.5000,10.0000,0.0000,7.0000,360663.0000
77305,2019-02-01,033022019/010007,22875.0000,2288.0000,30500.0000,7.5000,10.0000,0.0000,7.0000,360663.0000
14338,2019-02-01,033022019/010008,20025.0000,2003.0000,26700.0000,7.5000,10.0000,0.0000,9.0000,315728.0000
14338,2019-02-01,033022019/010008,20025.0000,2003.0000,26700.0000,7.5000,10.0000,0.0000,9.0000,315728.0000
77307,2019-02-01,033022019/010009,31125.0000,3113.0000,41500.0000,7.5000,10.0000,0.0000,9.0000,490738.0000
45463,2019-02-01,033022019/010010,11100.0000,1110.0000,14800.0000,7.5000,10.0000,0.0000,3.0000,175010.0000
77307,2019-02-01,033022019/010009,31125.0000,3113.0000,41500.0000,7.5000,10.0000,0.0000,9.0000,490738.0000
45463,2019-02-01,033022019/010010,11100.0000,1110.0000,14800.0000,7.5000,10.0000,0.0000,3.0000,175010.0000
77308,2019-02-01,033022019/010011,24750.0000,2475.0000,33000.0000,7.5000,10.0000,0.0000,9.0000,390225.0000
77308,2019-02-01,033022019/010011,27750.0000,2775.0000,29600.0000,7.5000,10.0000,0.0000,10.0000,356125.0000
14339,2019-02-01,033022019/010012,6375.0000,638.0000,8500.0000,7.5000,10.0000,0.0000,1.0000,100513.0000
14339,2019-02-01,033022019/010012,6375.0000,638.0000,8500.0000,7.5000,10.0000,0.0000,1.0000,100513.0000
77310,2019-02-01,033022019/010013,35625.0000,3563.0000,47500.0000,7.5000,10.0000,0.0000,11.0000,561688.0000
45462,2019-02-01,033022019/010017,27075.0000,2708.0000,36100.0000,7.5000,10.0000,0.0000,8.0000,426883.0000
77310,2019-02-01,033022019/010013,35625.0000,3563.0000,42750.0000,7.5000,10.0000,0.0000,11.0000,509438.0000
77312,2019-02-01,033022019/010014,49725.0000,4973.0000,66300.0000,7.5000,10.0000,0.0000,14.0000,783998.0000
77312,2019-02-01,033022019/010014,49725.0000,4973.0000,66300.0000,7.5000,10.0000,0.0000,14.0000,783998.0000
77318,2019-02-01,033022019/010015,2625.0000,263.0000,3500.0000,7.5000,10.0000,0.0000,1.0000,41388.0000
77309,2019-02-01,033022019/010016,27750.0000,2775.0000,37000.0000,7.5000,10.0000,0.0000,7.0000,437525.0000
77318,2019-02-01,033022019/010015,2625.0000,263.0000,3500.0000,7.5000,10.0000,0.0000,1.0000,41388.0000
77309,2019-02-01,033022019/010016,27750.0000,2775.0000,37000.0000,7.5000,10.0000,0.0000,7.0000,437525.0000
45462,2019-02-01,033022019/010017,27075.0000,2708.0000,36100.0000,7.5000,10.0000,0.0000,8.0000,426883.0000
45464,2019-02-01,033022019/010018,137550.0000,13755.0000,183400.0000,7.5000,10.0000,0.0000,48.0000,2168705.0000
45466,2019-02-01,033022019/010019,37275.0000,3728.0000,49700.0000,7.5000,10.0000,0.0000,13.0000,587703.0000
45466,2019-02-01,033022019/010019,39900.0000,3990.0000,53200.0000,7.5000,10.0000,0.0000,14.0000,629090.0000
45464,2019-02-01,033022019/010018,137550.0000,13755.0000,153400.0000,7.5000,10.0000,0.0000,48.0000,1838705.0000
45466,2019-02-01,033022019/010019,39900.0000,3990.0000,42560.0000,7.5000,10.0000,0.0000,14.0000,512050.0000
77315,2019-02-01,033022019/010020,13350.0000,1335.0000,17800.0000,7.5000,10.0000,0.0000,4.0000,210485.0000
77313,2019-02-01,033022019/010021,27000.0000,2700.0000,36000.0000,7.5000,10.0000,0.0000,7.0000,425700.0000
45472,2019-02-01,033022019/010022,12300.0000,1230.0000,16400.0000,7.5000,10.0000,0.0000,7.0000,193930.0000
77315,2019-02-01,033022019/010020,13350.0000,1335.0000,17800.0000,7.5000,10.0000,0.0000,4.0000,210485.0000
77304,2019-02-01,033022019/010023,18300.0000,1830.0000,24400.0000,7.5000,10.0000,0.0000,6.0000,288530.0000
77313,2019-02-01,033022019/010021,27000.0000,2700.0000,28800.0000,7.5000,10.0000,0.0000,7.0000,346500.0000
45467,2019-02-01,033022019/010027,20175.0000,2018.0000,26900.0000,7.5000,10.0000,0.0000,7.0000,318093.0000
45472,2019-02-01,033022019/010022,12300.0000,1230.0000,16400.0000,7.5000,10.0000,0.0000,7.0000,193930.0000
45465,2019-02-01,033022019/010026,65850.0000,6585.0000,87800.0000,7.5000,10.0000,0.0000,17.0000,1038235.0000
77316,2019-02-01,033022019/010025,7200.0000,720.0000,9600.0000,7.5000,10.0000,0.0000,2.0000,113520.0000
77304,2019-02-01,033022019/010023,18300.0000,1830.0000,24400.0000,7.5000,10.0000,0.0000,6.0000,288530.0000
45468,2019-02-01,033022019/010024,24975.0000,2498.0000,33300.0000,7.5000,10.0000,0.0000,7.0000,393773.0000
45468,2019-02-01,033022019/010024,24975.0000,2498.0000,31635.0000,7.5000,10.0000,0.0000,7.0000,375458.0000
77316,2019-02-01,033022019/010025,7200.0000,720.0000,9600.0000,7.5000,10.0000,0.0000,2.0000,113520.0000
45470,2019-02-01,033022019/010028,45300.0000,4530.0000,60400.0000,7.5000,10.0000,0.0000,14.0000,714230.0000
45465,2019-02-01,033022019/010026,65850.0000,6585.0000,70240.0000,7.5000,10.0000,0.0000,17.0000,845075.0000
45467,2019-02-01,033022019/010027,20175.0000,2018.0000,26900.0000,7.5000,10.0000,0.0000,7.0000,318093.0000
45470,2019-02-01,033022019/010028,45300.0000,4530.0000,48320.0000,7.5000,10.0000,0.0000,14.0000,581350.0000
45471,2019-02-01,033022019/010029,28200.0000,2820.0000,37600.0000,7.5000,10.0000,0.0000,7.0000,444620.0000
45471,2019-02-01,033022019/010029,28200.0000,2820.0000,37600.0000,7.5000,10.0000,0.0000,7.0000,444620.0000
77314,2019-02-01,033022019/010030,11850.0000,1185.0000,15800.0000,7.5000,10.0000,0.0000,4.0000,186835.0000
45473,2019-02-01,033022019/010031,15150.0000,1515.0000,20200.0000,7.5000,10.0000,0.0000,3.0000,238865.0000
77314,2019-02-01,033022019/010030,11850.0000,1185.0000,15800.0000,7.5000,10.0000,0.0000,4.0000,186835.0000
45473,2019-02-01,033022019/010031,15150.0000,1515.0000,20200.0000,7.5000,10.0000,0.0000,3.0000,238865.0000
45476,2019-02-01,033022019/010032,17100.0000,1710.0000,22800.0000,7.5000,10.0000,0.0000,5.0000,269610.0000
77311,2019-02-01,033022019/010033,19650.0000,1965.0000,26200.0000,7.5000,10.0000,0.0000,5.0000,309815.0000
45476,2019-02-01,033022019/010032,17100.0000,1710.0000,22800.0000,7.5000,10.0000,0.0000,5.0000,269610.0000
77311,2019-02-01,033022019/010033,19650.0000,1965.0000,26200.0000,7.5000,10.0000,0.0000,5.0000,309815.0000
45469,2019-02-01,033022019/010036,24150.0000,2415.0000,32200.0000,7.5000,10.0000,0.0000,6.0000,380765.0000
45475,2019-02-01,033022019/010034,11700.0000,1170.0000,15600.0000,7.5000,10.0000,0.0000,4.0000,184470.0000
45475,2019-02-01,033022019/010034,11700.0000,1170.0000,15600.0000,7.5000,10.0000,0.0000,4.0000,184470.0000
77319,2019-02-01,033022019/010035,29700.0000,2970.0000,39600.0000,7.5000,10.0000,0.0000,12.0000,468270.0000
77319,2019-02-01,033022019/010035,29700.0000,2970.0000,39600.0000,7.5000,10.0000,0.0000,12.0000,468270.0000
45469,2019-02-01,033022019/010036,24150.0000,2415.0000,32200.0000,7.5000,10.0000,0.0000,6.0000,380765.0000
14341,2019-02-01,033022019/010037,16500.0000,1650.0000,22000.0000,7.5000,10.0000,0.0000,5.0000,260150.0000
14341,2019-02-01,033022019/010037,16500.0000,1650.0000,22000.0000,7.5000,10.0000,0.0000,5.0000,260150.0000
45474,2019-02-01,033022019/010038,18450.0000,1845.0000,24600.0000,7.5000,10.0000,0.0000,6.0000,290895.0000
45474,2019-02-01,033022019/010038,18450.0000,1845.0000,24600.0000,7.5000,10.0000,0.0000,6.0000,290895.0000
45479,2019-02-01,033022019/010039,11850.0000,1185.0000,15800.0000,7.5000,10.0000,0.0000,5.0000,186835.0000
45479,2019-02-01,033022019/010039,11850.0000,1185.0000,15800.0000,7.5000,10.0000,0.0000,5.0000,186835.0000
45477,2019-02-01,033022019/010040,15525.0000,1553.0000,20700.0000,7.5000,10.0000,0.0000,7.0000,244778.0000
77321,2019-02-01,033022019/010041,9675.0000,968.0000,12900.0000,7.5000,10.0000,0.0000,2.0000,152543.0000
45477,2019-02-01,033022019/010040,15525.0000,1553.0000,20700.0000,7.5000,10.0000,0.0000,7.0000,244778.0000
77320,2019-02-01,033022019/010042,25350.0000,2535.0000,33800.0000,7.5000,10.0000,0.0000,8.0000,399685.0000
77321,2019-02-01,033022019/010041,9675.0000,968.0000,12900.0000,7.5000,10.0000,0.0000,2.0000,152543.0000
77320,2019-02-01,033022019/010042,25350.0000,2535.0000,33800.0000,7.5000,10.0000,0.0000,8.0000,399685.0000
2316,2019-02-01,033022019/010047,293850.0000,29385.0000,391800.0000,7.5000,10.0000,0.0000,74.0000,4633035.0000
2316,2019-02-01,033022019/010047,299850.0000,29985.0000,399800.0000,7.5000,10.0000,0.0000,78.0000,4727635.0000
77322,2019-02-01,033022019/010043,16425.0000,1643.0000,21900.0000,7.5000,10.0000,0.0000,6.0000,258968.0000
77322,2019-02-01,033022019/010043,16425.0000,1643.0000,21900.0000,7.5000,10.0000,0.0000,6.0000,258968.0000
2316,2019-02-01,033022019/010047,305100.0000,30510.0000,406800.0000,7.5000,10.0000,0.0000,80.0000,4810410.0000
