transactionid,saledate,receiptnumber,servicecharge,servicechargevat,transactionexcludevat,servicechargepercent,vatpercent,otheramountdiscount,totalproductamount,totalpayamount
43859,2019-01-01,033012019/010142,16725.0000,1673.0000,22300.0000,7.5000,10.0000,0.0000,5.0000,263698.0000
43859,2019-01-01,033012019/010142,16725.0000,1673.0000,22300.0000,7.5000,10.0000,0.0000,5.0000,263698.0000
43860,2019-01-01,033012019/010143,27150.0000,2715.0000,36200.0000,7.5000,10.0000,0.0000,7.0000,428065.0000
75440,2019-01-01,033012019/010144,26100.0000,2610.0000,34800.0000,7.5000,10.0000,0.0000,7.0000,411510.0000
43860,2019-01-01,033012019/010143,27150.0000,2715.0000,36200.0000,7.5000,10.0000,0.0000,7.0000,428065.0000
75440,2019-01-01,033012019/010144,26100.0000,2610.0000,34800.0000,7.5000,10.0000,0.0000,7.0000,411510.0000
43863,2019-01-01,033012019/010145,18150.0000,1815.0000,24200.0000,7.5000,10.0000,0.0000,5.0000,286165.0000
75438,2019-01-01,033012019/010146,12750.0000,1275.0000,17000.0000,7.5000,10.0000,0.0000,4.0000,201025.0000
75434,2019-01-01,033012019/010152,39375.0000,3938.0000,52500.0000,7.5000,10.0000,0.0000,13.0000,620813.0000
75437,2019-01-01,033012019/010148,37500.0000,3750.0000,50000.0000,7.5000,10.0000,0.0000,10.0000,591250.0000
43863,2019-01-01,033012019/010145,18150.0000,1815.0000,24200.0000,7.5000,10.0000,0.0000,5.0000,286165.0000
75437,2019-01-01,033012019/010148,39750.0000,3975.0000,53000.0000,7.5000,10.0000,0.0000,11.0000,626725.0000
75438,2019-01-01,033012019/010146,12750.0000,1275.0000,17000.0000,7.5000,10.0000,0.0000,4.0000,201025.0000
43861,2019-01-01,033012019/010147,33075.0000,3308.0000,44100.0000,7.5000,10.0000,0.0000,10.0000,521483.0000
75437,2019-01-01,033012019/010148,42750.0000,4275.0000,57000.0000,7.5000,10.0000,0.0000,12.0000,674025.0000
43861,2019-01-01,033012019/010147,33075.0000,3308.0000,44100.0000,7.5000,10.0000,0.0000,10.0000,521483.0000
75426,2019-01-01,033012019/010149,33450.0000,3345.0000,44600.0000,7.5000,10.0000,0.0000,10.0000,527395.0000
75437,2019-01-01,033012019/010148,42750.0000,4275.0000,57000.0000,7.5000,10.0000,0.0000,12.0000,674025.0000
75426,2019-01-01,033012019/010149,33450.0000,3345.0000,44600.0000,7.5000,10.0000,0.0000,10.0000,527395.0000
75436,2019-01-01,033012019/010150,46425.0000,4643.0000,61900.0000,7.5000,10.0000,0.0000,18.0000,731968.0000
75436,2019-01-01,033012019/010150,49875.0000,4988.0000,66500.0000,7.5000,10.0000,0.0000,19.0000,786363.0000
75441,2019-01-01,033012019/010155,23325.0000,2333.0000,31100.0000,7.5000,10.0000,0.0000,5.0000,367758.0000
75441,2019-01-01,033012019/010155,23325.0000,2333.0000,31100.0000,7.5000,10.0000,0.0000,5.0000,367758.0000
75441,2019-01-01,033012019/010155,23325.0000,2333.0000,31100.0000,7.5000,10.0000,0.0000,5.0000,367758.0000
43873,2019-01-01,,3450.0000,345.0000,4600.0000,7.5000,10.0000,0.0000,2.0000,54395.0000
75439,2019-01-01,033012019/010151,19800.0000,1980.0000,26400.0000,7.5000,10.0000,0.0000,6.0000,312180.0000
75436,2019-01-01,033012019/010150,49875.0000,4988.0000,66500.0000,7.5000,10.0000,0.0000,19.0000,786363.0000
75439,2019-01-01,033012019/010151,19800.0000,1980.0000,26400.0000,7.5000,10.0000,0.0000,6.0000,312180.0000
75434,2019-01-01,033012019/010152,39375.0000,3938.0000,52500.0000,7.5000,10.0000,0.0000,13.0000,620813.0000
43858,2019-01-01,033012019/010158,77100.0000,7710.0000,102800.0000,7.5000,10.0000,0.0000,8.0000,1215610.0000
13813,2019-01-01,033012019/010153,7650.0000,765.0000,10200.0000,7.5000,10.0000,0.0000,3.0000,120615.0000
75442,2019-01-01,033012019/010157,59550.0000,5955.0000,79400.0000,7.5000,10.0000,0.0000,17.0000,938905.0000
13813,2019-01-01,033012019/010153,7650.0000,765.0000,10200.0000,7.5000,10.0000,0.0000,3.0000,120615.0000
43865,2019-01-01,033012019/010156,14100.0000,1410.0000,18800.0000,7.5000,10.0000,0.0000,5.0000,222310.0000
13814,2019-01-01,033012019/010154,8325.0000,833.0000,11100.0000,7.5000,10.0000,0.0000,3.0000,131258.0000
13814,2019-01-01,033012019/010154,8325.0000,833.0000,11100.0000,7.5000,10.0000,0.0000,3.0000,131258.0000
75441,2019-01-01,033012019/010155,23325.0000,2333.0000,31100.0000,7.5000,10.0000,0.0000,5.0000,367758.0000
43865,2019-01-01,033012019/010156,14100.0000,1410.0000,18800.0000,7.5000,10.0000,0.0000,5.0000,222310.0000
43875,2019-01-01,033012019/010168,15450.0000,1545.0000,20600.0000,7.5000,10.0000,0.0000,5.0000,243595.0000
75442,2019-01-01,033012019/010157,59550.0000,5955.0000,79400.0000,7.5000,10.0000,0.0000,17.0000,938905.0000
75445,2019-01-01,033012019/010159,46950.0000,4695.0000,62600.0000,7.5000,10.0000,0.0000,12.0000,740245.0000
43867,2019-01-01,033012019/010160,26850.0000,2685.0000,35800.0000,7.5000,10.0000,0.0000,12.0000,423335.0000
43858,2019-01-01,033012019/010158,77100.0000,7710.0000,102800.0000,7.5000,10.0000,0.0000,8.0000,1215610.0000
75443,2019-01-01,033012019/010162,28950.0000,2895.0000,38600.0000,7.5000,10.0000,0.0000,7.0000,456445.0000
43873,2019-01-01,,4425.0000,443.0000,5900.0000,7.5000,10.0000,0.0000,3.0000,69768.0000
75446,2019-01-01,033012019/010171,28950.0000,2895.0000,38600.0000,7.5000,10.0000,0.0000,7.0000,456445.0000
75445,2019-01-01,033012019/010159,46950.0000,4695.0000,62600.0000,7.5000,10.0000,0.0000,12.0000,740245.0000
43867,2019-01-01,033012019/010160,26850.0000,2685.0000,35800.0000,7.5000,10.0000,0.0000,12.0000,423335.0000
43864,2019-01-01,033012019/010161,20400.0000,2040.0000,27200.0000,7.5000,10.0000,0.0000,5.0000,321640.0000
43864,2019-01-01,033012019/010161,20400.0000,2040.0000,27200.0000,7.5000,10.0000,0.0000,5.0000,321640.0000
75444,2019-01-01,033012019/010164,58725.0000,5873.0000,78300.0000,7.5000,10.0000,0.0000,15.0000,925898.0000
43866,2019-01-01,033012019/010163,23025.0000,2303.0000,30700.0000,7.5000,10.0000,0.0000,6.0000,363028.0000
75443,2019-01-01,033012019/010162,28950.0000,2895.0000,38600.0000,7.5000,10.0000,0.0000,7.0000,456445.0000
655,2019-01-01,033012019/010166,192075.0000,19208.0000,256100.0000,7.5000,10.0000,0.0000,45.0000,3028383.0000
43866,2019-01-01,033012019/010163,23025.0000,2303.0000,30700.0000,7.5000,10.0000,0.0000,6.0000,363028.0000
43869,2019-01-01,033012019/010165,8775.0000,878.0000,11700.0000,7.5000,10.0000,0.0000,4.0000,138353.0000
75444,2019-01-01,033012019/010164,58725.0000,5873.0000,78300.0000,7.5000,10.0000,0.0000,15.0000,925898.0000
43869,2019-01-01,033012019/010165,8775.0000,878.0000,11700.0000,7.5000,10.0000,0.0000,4.0000,138353.0000
75447,2019-01-01,033012019/010167,22650.0000,2265.0000,30200.0000,7.5000,10.0000,0.0000,6.0000,357115.0000
43875,2019-01-01,033012019/010168,18900.0000,1890.0000,25200.0000,7.5000,10.0000,0.0000,6.0000,297990.0000
43857,2019-01-01,033012019/010169,87525.0000,8753.0000,116700.0000,7.5000,10.0000,0.0000,28.0000,1379978.0000
655,2019-01-01,033012019/010166,192075.0000,19208.0000,256100.0000,7.5000,10.0000,0.0000,45.0000,3028383.0000
43871,2019-01-01,033012019/010170,52950.0000,5295.0000,70600.0000,7.5000,10.0000,0.0000,14.0000,834845.0000
75447,2019-01-01,033012019/010167,22650.0000,2265.0000,30200.0000,7.5000,10.0000,0.0000,6.0000,357115.0000
43871,2019-01-01,033012019/010170,54675.0000,5468.0000,72900.0000,7.5000,10.0000,0.0000,15.0000,862043.0000
43875,2019-01-01,033012019/010168,18900.0000,1890.0000,25200.0000,7.5000,10.0000,0.0000,6.0000,297990.0000
43857,2019-01-01,033012019/010169,87525.0000,8753.0000,116700.0000,7.5000,10.0000,0.0000,28.0000,1379978.0000
75446,2019-01-01,033012019/010171,41850.0000,4185.0000,55800.0000,7.5000,10.0000,0.0000,12.0000,659835.0000
43871,2019-01-01,033012019/010170,54675.0000,5468.0000,72900.0000,7.5000,10.0000,0.0000,15.0000,862043.0000
43862,2019-01-01,033012019/010173,60975.0000,6098.0000,81300.0000,7.5000,10.0000,0.0000,23.0000,961373.0000
75449,2019-01-01,033012019/010172,25350.0000,2535.0000,33800.0000,7.5000,10.0000,0.0000,8.0000,399685.0000
75446,2019-01-01,033012019/010171,41850.0000,4185.0000,55800.0000,7.5000,10.0000,0.0000,12.0000,659835.0000
656,2019-01-01,033012019/010182,56025.0000,5603.0000,74700.0000,7.5000,10.0000,0.0000,18.0000,883328.0000
75449,2019-01-01,033012019/010172,28050.0000,2805.0000,37400.0000,7.5000,10.0000,0.0000,9.0000,442255.0000
75450,2019-01-01,033012019/010174,13575.0000,1358.0000,18100.0000,7.5000,10.0000,0.0000,4.0000,214033.0000
43876,2019-01-01,033012019/010175,33225.0000,3323.0000,44300.0000,7.5000,10.0000,0.0000,14.0000,523848.0000
75449,2019-01-01,033012019/010172,28050.0000,2805.0000,37400.0000,7.5000,10.0000,0.0000,9.0000,442255.0000
43862,2019-01-01,033012019/010173,60975.0000,6098.0000,81300.0000,7.5000,10.0000,0.0000,23.0000,961373.0000
75450,2019-01-01,033012019/010174,13575.0000,1358.0000,18100.0000,7.5000,10.0000,0.0000,4.0000,214033.0000
43870,2019-01-01,033012019/010176,10875.0000,1088.0000,14500.0000,7.5000,10.0000,0.0000,3.0000,171463.0000
43879,2019-01-01,033012019/010177,14775.0000,1478.0000,19700.0000,7.5000,10.0000,0.0000,6.0000,232953.0000
43876,2019-01-01,033012019/010175,33225.0000,3323.0000,44300.0000,7.5000,10.0000,0.0000,14.0000,523848.0000
43874,2019-01-01,033012019/010178,13425.0000,1343.0000,17900.0000,7.5000,10.0000,0.0000,4.0000,211668.0000
43870,2019-01-01,033012019/010176,10875.0000,1088.0000,14500.0000,7.5000,10.0000,0.0000,3.0000,171463.0000
43879,2019-01-01,033012019/010177,14775.0000,1478.0000,19700.0000,7.5000,10.0000,0.0000,6.0000,232953.0000
43874,2019-01-01,033012019/010178,13425.0000,1343.0000,17900.0000,7.5000,10.0000,0.0000,4.0000,211668.0000
43872,2019-01-01,033012019/010180,13425.0000,1343.0000,17900.0000,7.5000,10.0000,0.0000,6.0000,211668.0000
75452,2019-01-01,033012019/010179,11925.0000,1193.0000,15900.0000,7.5000,10.0000,0.0000,3.0000,188018.0000
43872,2019-01-01,033012019/010180,16875.0000,1688.0000,22500.0000,7.5000,10.0000,0.0000,7.0000,266063.0000
43877,2019-01-01,033012019/010181,18075.0000,1808.0000,24100.0000,7.5000,10.0000,0.0000,7.0000,284983.0000
75452,2019-01-01,033012019/010179,11925.0000,1193.0000,15900.0000,7.5000,10.0000,0.0000,3.0000,188018.0000
43872,2019-01-01,033012019/010180,16875.0000,1688.0000,22500.0000,7.5000,10.0000,0.0000,7.0000,266063.0000
75453,2019-01-01,033012019/010183,28275.0000,2828.0000,37700.0000,7.5000,10.0000,0.0000,6.0000,445803.0000
43877,2019-01-01,033012019/010181,18075.0000,1808.0000,24100.0000,7.5000,10.0000,0.0000,7.0000,284983.0000
43885,2019-01-01,033012019/010184,11175.0000,1118.0000,14900.0000,7.5000,10.0000,0.0000,3.0000,176193.0000
656,2019-01-01,033012019/010182,56025.0000,5603.0000,74700.0000,7.5000,10.0000,0.0000,18.0000,883328.0000
75453,2019-01-01,033012019/010183,28275.0000,2828.0000,37700.0000,7.5000,10.0000,0.0000,6.0000,445803.0000
43885,2019-01-01,033012019/010184,11175.0000,1118.0000,14900.0000,7.5000,10.0000,0.0000,3.0000,176193.0000
43886,2019-01-01,033012019/010194,10050.0000,1005.0000,13400.0000,7.5000,10.0000,0.0000,4.0000,158455.0000
43886,2019-01-01,033012019/010194,11925.0000,1193.0000,15900.0000,7.5000,10.0000,0.0000,5.0000,188018.0000
75457,2019-01-01,033012019/010185,8400.0000,840.0000,11200.0000,7.5000,10.0000,0.0000,3.0000,132440.0000
75451,2019-01-01,033012019/010186,29175.0000,2918.0000,38900.0000,7.5000,10.0000,0.0000,9.0000,459993.0000
75457,2019-01-01,033012019/010185,8400.0000,840.0000,11200.0000,7.5000,10.0000,0.0000,3.0000,132440.0000
43881,2019-01-01,033012019/010187,20700.0000,2070.0000,27600.0000,7.5000,10.0000,0.0000,6.0000,326370.0000
43886,2019-01-01,033012019/010194,25950.0000,2595.0000,34600.0000,7.5000,10.0000,0.0000,8.0000,409145.0000
75451,2019-01-01,033012019/010186,29175.0000,2918.0000,38900.0000,7.5000,10.0000,0.0000,9.0000,459993.0000
43886,2019-01-01,033012019/010194,26775.0000,2678.0000,35700.0000,7.5000,10.0000,0.0000,10.0000,422153.0000
43878,2019-01-01,033012019/010188,16950.0000,1695.0000,22600.0000,7.5000,10.0000,0.0000,8.0000,267245.0000
43881,2019-01-01,033012019/010187,20700.0000,2070.0000,27600.0000,7.5000,10.0000,0.0000,6.0000,326370.0000
43878,2019-01-01,033012019/010188,16950.0000,1695.0000,22600.0000,7.5000,10.0000,0.0000,8.0000,267245.0000
43884,2019-01-01,033012019/010189,48675.0000,4868.0000,64900.0000,7.5000,10.0000,0.0000,12.0000,767443.0000
75454,2019-01-01,033012019/010190,18675.0000,1868.0000,24900.0000,7.5000,10.0000,0.0000,6.0000,294443.0000
43884,2019-01-01,033012019/010189,48675.0000,4868.0000,64900.0000,7.5000,10.0000,0.0000,12.0000,767443.0000
75454,2019-01-01,033012019/010190,18675.0000,1868.0000,24900.0000,7.5000,10.0000,0.0000,6.0000,294443.0000
43882,2019-01-01,033012019/010191,35850.0000,3585.0000,47800.0000,7.5000,10.0000,0.0000,10.0000,565235.0000
43889,2019-01-01,033012019/010197,26625.0000,2663.0000,35500.0000,7.5000,10.0000,0.0000,7.0000,419788.0000
43882,2019-01-01,033012019/010191,35850.0000,3585.0000,47800.0000,7.5000,10.0000,0.0000,10.0000,565235.0000
75455,2019-01-01,,30225.0000,3023.0000,40300.0000,7.5000,10.0000,0.0000,6.0000,476548.0000
43883,2019-01-01,033012019/010192,90225.0000,9023.0000,120300.0000,7.5000,10.0000,0.0000,22.0000,1422548.0000
43883,2019-01-01,033012019/010192,120450.0000,12045.0000,160600.0000,7.5000,10.0000,0.0000,28.0000,1899095.0000
75458,2019-01-01,033012019/010193,14700.0000,1470.0000,19600.0000,7.5000,10.0000,0.0000,4.0000,231770.0000
43883,2019-01-01,033012019/010192,120450.0000,12045.0000,160600.0000,7.5000,10.0000,0.0000,28.0000,1899095.0000
75456,2019-01-01,033012019/010198,42075.0000,4208.0000,56100.0000,7.5000,10.0000,0.0000,13.0000,663383.0000
43888,2019-01-01,033012019/010195,18150.0000,1815.0000,24200.0000,7.5000,10.0000,0.0000,7.0000,286165.0000
43887,2019-01-01,033012019/010196,27450.0000,2745.0000,36600.0000,7.5000,10.0000,0.0000,11.0000,432795.0000
75458,2019-01-01,033012019/010193,14700.0000,1470.0000,19600.0000,7.5000,10.0000,0.0000,4.0000,231770.0000
43886,2019-01-01,033012019/010194,26775.0000,2678.0000,35700.0000,7.5000,10.0000,0.0000,10.0000,422153.0000
43888,2019-01-01,033012019/010195,18150.0000,1815.0000,24200.0000,7.5000,10.0000,0.0000,7.0000,286165.0000
43887,2019-01-01,033012019/010196,27450.0000,2745.0000,36600.0000,7.5000,10.0000,0.0000,11.0000,432795.0000
43889,2019-01-01,033012019/010197,26625.0000,2663.0000,35500.0000,7.5000,10.0000,0.0000,7.0000,419788.0000
75456,2019-01-01,033012019/010198,42075.0000,4208.0000,56100.0000,7.5000,10.0000,0.0000,13.0000,663383.0000
75459,2019-01-01,033012019/010199,37350.0000,3735.0000,49800.0000,7.5000,10.0000,0.0000,8.0000,588885.0000
75462,2019-01-01,033012019/010200,54525.0000,5453.0000,72700.0000,7.5000,10.0000,0.0000,14.0000,859678.0000
75460,2019-01-01,033012019/010201,25800.0000,2580.0000,34400.0000,7.5000,10.0000,0.0000,6.0000,406780.0000
75459,2019-01-01,033012019/010199,37350.0000,3735.0000,49800.0000,7.5000,10.0000,0.0000,8.0000,588885.0000
75462,2019-01-01,033012019/010200,54525.0000,5453.0000,72700.0000,7.5000,10.0000,0.0000,14.0000,859678.0000
75465,2019-01-01,033012019/010202,1125.0000,113.0000,1500.0000,7.5000,10.0000,0.0000,2.0000,17738.0000
75465,2019-01-01,033012019/010202,1125.0000,113.0000,1500.0000,7.5000,10.0000,0.0000,2.0000,17738.0000
75465,2019-01-01,033012019/010202,1125.0000,113.0000,1500.0000,7.5000,10.0000,0.0000,2.0000,17738.0000
75462,2019-01-01,033012019/010200,54525.0000,5453.0000,72700.0000,7.5000,10.0000,0.0000,14.0000,859678.0000
75460,2019-01-01,033012019/010201,25800.0000,2580.0000,34400.0000,7.5000,10.0000,0.0000,6.0000,406780.0000
75465,2019-01-01,033012019/010202,1125.0000,113.0000,1500.0000,7.5000,10.0000,0.0000,2.0000,17738.0000
43890,2019-01-01,033012019/010206,55050.0000,5505.0000,73400.0000,7.5000,10.0000,0.0000,18.0000,867955.0000
43868,2019-01-01,033012019/010203,22650.0000,2265.0000,30200.0000,7.5000,10.0000,0.0000,5.0000,357115.0000
43880,2019-01-01,033012019/010204,5175.0000,518.0000,6900.0000,7.5000,10.0000,0.0000,1.0000,81593.0000
75464,2019-01-01,033012019/010207,13575.0000,1358.0000,18100.0000,7.5000,10.0000,0.0000,6.0000,214033.0000
43868,2019-01-01,033012019/010203,22650.0000,2265.0000,30200.0000,7.5000,10.0000,0.0000,5.0000,357115.0000
75463,2019-01-01,033012019/010205,50100.0000,5010.0000,66800.0000,7.5000,10.0000,0.0000,14.0000,789910.0000
43880,2019-01-01,033012019/010204,5175.0000,518.0000,6900.0000,7.5000,10.0000,0.0000,1.0000,81593.0000
75463,2019-01-01,033012019/010205,50100.0000,5010.0000,66800.0000,7.5000,10.0000,0.0000,14.0000,789910.0000
75461,2019-01-01,033012019/010208,17700.0000,1770.0000,23600.0000,7.5000,10.0000,0.0000,6.0000,279070.0000
43890,2019-01-01,033012019/010206,55050.0000,5505.0000,73400.0000,7.5000,10.0000,0.0000,18.0000,867955.0000
75464,2019-01-01,033012019/010207,13575.0000,1358.0000,18100.0000,7.5000,10.0000,0.0000,6.0000,214033.0000
75461,2019-01-01,033012019/010208,17700.0000,1770.0000,23600.0000,7.5000,10.0000,0.0000,6.0000,279070.0000
13781,2018-12-31,033122018/310001,9900.0000,990.0000,13200.0000,7.5000,10.0000,0.0000,2.0000,156090.0000
13781,2018-12-31,033122018/310001,9900.0000,990.0000,13200.0000,7.5000,10.0000,0.0000,2.0000,156090.0000
13782,2018-12-31,033122018/310002,5925.0000,593.0000,7900.0000,7.5000,10.0000,0.0000,1.0000,93418.0000
13782,2018-12-31,033122018/310002,5925.0000,593.0000,7900.0000,7.5000,10.0000,0.0000,1.0000,93418.0000
75282,2018-12-31,033122018/310003,7200.0000,720.0000,9600.0000,7.5000,10.0000,0.0000,1.0000,113520.0000
75282,2018-12-31,033122018/310003,7200.0000,720.0000,9600.0000,7.5000,10.0000,0.0000,1.0000,113520.0000
75280,2018-12-31,033122018/310004,20400.0000,2040.0000,27200.0000,7.5000,10.0000,0.0000,7.0000,321640.0000
75280,2018-12-31,033122018/310004,20400.0000,2040.0000,27200.0000,7.5000,10.0000,0.0000,7.0000,321640.0000
43736,2018-12-31,033122018/310005,18075.0000,1808.0000,24100.0000,7.5000,10.0000,0.0000,5.0000,284983.0000
43736,2018-12-31,033122018/310005,18075.0000,1808.0000,24100.0000,7.5000,10.0000,0.0000,5.0000,284983.0000
43737,2018-12-31,033122018/310006,16425.0000,1643.0000,21900.0000,7.5000,10.0000,0.0000,4.0000,258968.0000
43737,2018-12-31,033122018/310006,16425.0000,1643.0000,21900.0000,7.5000,10.0000,0.0000,4.0000,258968.0000
13783,2018-12-31,033122018/310007,4800.0000,480.0000,6400.0000,7.5000,10.0000,0.0000,2.0000,75680.0000
75283,2018-12-31,033122018/310008,10800.0000,1080.0000,14400.0000,7.5000,10.0000,0.0000,3.0000,170280.0000
13783,2018-12-31,033122018/310007,4800.0000,480.0000,6400.0000,7.5000,10.0000,0.0000,2.0000,75680.0000
75283,2018-12-31,033122018/310008,10800.0000,1080.0000,14400.0000,7.5000,10.0000,0.0000,3.0000,170280.0000
43738,2018-12-31,033122018/310009,22725.0000,2273.0000,30300.0000,7.5000,10.0000,0.0000,7.0000,358298.0000
43738,2018-12-31,033122018/310009,22725.0000,2273.0000,30300.0000,7.5000,10.0000,0.0000,7.0000,358298.0000
75281,2018-12-31,033122018/310010,34929.0000,3493.0000,46573.0000,7.5000,10.0000,0.0000,10.0000,550721.0000
75281,2018-12-31,033122018/310010,34929.0000,3493.0000,46573.0000,7.5000,10.0000,0.0000,10.0000,550721.0000
13784,2018-12-31,033122018/310011,9900.0000,990.0000,13200.0000,7.5000,10.0000,0.0000,4.0000,156090.0000
13784,2018-12-31,033122018/310011,9900.0000,990.0000,13200.0000,7.5000,10.0000,0.0000,4.0000,156090.0000
43740,2018-12-31,033122018/310012,15300.0000,1530.0000,20400.0000,7.5000,10.0000,0.0000,5.0000,241230.0000
43740,2018-12-31,033122018/310012,15300.0000,1530.0000,20400.0000,7.5000,10.0000,0.0000,5.0000,241230.0000
43739,2018-12-31,033122018/310015,22275.0000,2228.0000,29700.0000,7.5000,10.0000,0.0000,8.0000,351203.0000
75284,2018-12-31,033122018/310016,34000.0000,3400.0000,45334.0000,7.5000,10.0000,0.0000,9.0000,536072.0000
75287,2018-12-31,033122018/310013,44625.0000,4463.0000,59500.0000,7.5000,10.0000,0.0000,15.0000,703588.0000
75285,2018-12-31,033122018/310014,38850.0000,3885.0000,51800.0000,7.5000,10.0000,0.0000,7.0000,612535.0000
75287,2018-12-31,033122018/310013,44625.0000,4463.0000,59500.0000,7.5000,10.0000,0.0000,15.0000,703588.0000
75285,2018-12-31,033122018/310014,38850.0000,3885.0000,51800.0000,7.5000,10.0000,0.0000,7.0000,612535.0000
75284,2018-12-31,033122018/310016,38350.0000,3835.0000,51134.0000,7.5000,10.0000,0.0000,11.0000,604657.0000
43739,2018-12-31,033122018/310015,22275.0000,2228.0000,29700.0000,7.5000,10.0000,0.0000,8.0000,351203.0000
75284,2018-12-31,033122018/310016,38350.0000,3835.0000,51134.0000,7.5000,10.0000,0.0000,11.0000,604657.0000
43741,2018-12-31,033122018/310018,35400.0000,3540.0000,47200.0000,7.5000,10.0000,0.0000,13.0000,558140.0000
75286,2018-12-31,033122018/310017,13875.0000,1388.0000,18500.0000,7.5000,10.0000,0.0000,4.0000,218763.0000
75286,2018-12-31,033122018/310017,13875.0000,1388.0000,18500.0000,7.5000,10.0000,0.0000,4.0000,218763.0000
43741,2018-12-31,033122018/310018,35400.0000,3540.0000,47200.0000,7.5000,10.0000,0.0000,13.0000,558140.0000
13785,2018-12-31,033122018/310019,12300.0000,1230.0000,16400.0000,7.5000,10.0000,0.0000,3.0000,193930.0000
43744,2018-12-31,033122018/310020,10950.0000,1095.0000,14600.0000,7.5000,10.0000,0.0000,4.0000,172645.0000
13785,2018-12-31,033122018/310019,12300.0000,1230.0000,16400.0000,7.5000,10.0000,0.0000,3.0000,193930.0000
43744,2018-12-31,033122018/310020,10950.0000,1095.0000,14600.0000,7.5000,10.0000,0.0000,5.0000,172645.0000
43744,2018-12-31,033122018/310020,10950.0000,1095.0000,14600.0000,7.5000,10.0000,0.0000,5.0000,172645.0000
43742,2018-12-31,033122018/310021,36900.0000,3690.0000,49200.0000,7.5000,10.0000,0.0000,10.0000,581790.0000
43742,2018-12-31,033122018/310021,36900.0000,3690.0000,49200.0000,7.5000,10.0000,0.0000,10.0000,581790.0000
75288,2018-12-31,033122018/310023,17550.0000,1755.0000,23400.0000,7.5000,10.0000,0.0000,7.0000,276705.0000
43745,2018-12-31,033122018/310022,25275.0000,2528.0000,33700.0000,7.5000,10.0000,0.0000,9.0000,398503.0000
43745,2018-12-31,033122018/310022,25275.0000,2528.0000,33700.0000,7.5000,10.0000,0.0000,9.0000,398503.0000
75291,2018-12-31,033122018/310025,22950.0000,2295.0000,30600.0000,7.5000,10.0000,0.0000,7.0000,361845.0000
75288,2018-12-31,033122018/310023,17550.0000,1755.0000,23400.0000,7.5000,10.0000,0.0000,7.0000,276705.0000
75289,2018-12-31,033122018/310024,38775.0000,3878.0000,51700.0000,7.5000,10.0000,0.0000,10.0000,611353.0000
75289,2018-12-31,033122018/310024,38775.0000,3878.0000,51700.0000,7.5000,10.0000,0.0000,10.0000,611353.0000
75291,2018-12-31,033122018/310025,22950.0000,2295.0000,30600.0000,7.5000,10.0000,0.0000,7.0000,361845.0000
43743,2018-12-31,033122018/310026,19950.0000,1995.0000,26600.0000,7.5000,10.0000,0.0000,6.0000,314545.0000
43743,2018-12-31,033122018/310026,19950.0000,1995.0000,26600.0000,7.5000,10.0000,0.0000,6.0000,314545.0000
13786,2018-12-31,033122018/310027,2625.0000,263.0000,3500.0000,7.5000,10.0000,0.0000,1.0000,41388.0000
13786,2018-12-31,033122018/310027,2625.0000,263.0000,3500.0000,7.5000,10.0000,0.0000,1.0000,41388.0000
13787,2018-12-31,033122018/310028,10875.0000,1088.0000,14500.0000,7.5000,10.0000,0.0000,3.0000,171463.0000
13787,2018-12-31,033122018/310028,10875.0000,1088.0000,14500.0000,7.5000,10.0000,0.0000,3.0000,171463.0000
75290,2018-12-31,033122018/310030,30300.0000,3030.0000,40400.0000,7.5000,10.0000,0.0000,9.0000,477730.0000
43748,2018-12-31,033122018/310029,10725.0000,1073.0000,14300.0000,7.5000,10.0000,0.0000,5.0000,169098.0000
43748,2018-12-31,033122018/310029,10725.0000,1073.0000,14300.0000,7.5000,10.0000,0.0000,5.0000,169098.0000
13788,2018-12-31,033122018/310031,6900.0000,690.0000,9200.0000,7.5000,10.0000,0.0000,1.0000,108790.0000
75290,2018-12-31,033122018/310030,30300.0000,3030.0000,40400.0000,7.5000,10.0000,0.0000,9.0000,477730.0000
13788,2018-12-31,033122018/310031,6900.0000,690.0000,9200.0000,7.5000,10.0000,0.0000,1.0000,108790.0000
43747,2018-12-31,033122018/310033,37254.0000,3725.0000,49673.0000,7.5000,10.0000,0.0000,11.0000,587378.0000
75293,2018-12-31,033122018/310037,54675.0000,5468.0000,72900.0000,7.5000,10.0000,0.0000,21.0000,862043.0000
75292,2018-12-31,033122018/310032,17850.0000,1785.0000,23800.0000,7.5000,10.0000,0.0000,4.0000,281435.0000
75292,2018-12-31,033122018/310032,17850.0000,1785.0000,23800.0000,7.5000,10.0000,0.0000,4.0000,281435.0000
43747,2018-12-31,033122018/310033,37254.0000,3725.0000,49673.0000,7.5000,10.0000,0.0000,11.0000,587378.0000
43746,2018-12-31,033122018/310034,20625.0000,2063.0000,27500.0000,7.5000,10.0000,0.0000,6.0000,325188.0000
43746,2018-12-31,033122018/310034,23625.0000,2363.0000,31500.0000,7.5000,10.0000,0.0000,7.0000,372488.0000
43749,2018-12-31,033122018/310035,60750.0000,6075.0000,81000.0000,7.5000,10.0000,0.0000,16.0000,957825.0000
43746,2018-12-31,033122018/310034,23625.0000,2363.0000,31500.0000,7.5000,10.0000,0.0000,7.0000,372488.0000
43749,2018-12-31,033122018/310035,60750.0000,6075.0000,81000.0000,7.5000,10.0000,0.0000,16.0000,957825.0000
13789,2018-12-31,033122018/310036,5325.0000,533.0000,7100.0000,7.5000,10.0000,0.0000,2.0000,83958.0000
